User	venue_ID	UTC_Time	OFFSET	Latitude	Longitude	Category	Num_Cluster
1673662	4b1a8608f964a5209deb23e3	Wed Apr 04 17:17:26 +0000 2012	120	52.503921	13.382014999999999	Light Rail	65
698532	4c2113f313c00f47586785de	Wed Apr 04 17:25:23 +0000 2012	120	52.502196	13.430635	Bar	66
422639	4b1a6f2ef964a52052ea23e3	Wed Apr 04 17:27:30 +0000 2012	120	52.519315	13.45248	Light Rail	18
422639	4bf7225f5ec320a1a17f86d3	Wed Apr 04 17:43:08 +0000 2012	120	52.539118	13.424263	Light Rail	67
422639	4c1df6458b3aa593fc5b9b5f	Wed Apr 04 17:46:02 +0000 2012	120	52.540409999999994	13.411624	Light Rail	68
164604	4adcda77f964a520fa4521e3	Wed Apr 04 17:50:46 +0000 2012	120	52.510684	13.456679999999999	Dive Bar	7
1416927	4ab5691ef964a520707420e3	Wed Apr 04 17:54:36 +0000 2012	120	52.512995	13.419998000000001	Event Space	0
422639	4adcda88f964a520834921e3	Wed Apr 04 17:56:05 +0000 2012	120	52.546581999999994	13.405669	Steakhouse	69
1129214	4f3a180de4b0e3d3dac0e77f	Wed Apr 04 17:59:51 +0000 2012	120	52.556394	13.383751	Field	70
770077	4f7c8b3ce4b01081e4c2f783	Wed Apr 04 18:03:25 +0000 2012	120	52.541180000000004	13.38744	Hostel	71
41247	4d6f878a0d996dcbee77b78e	Wed Apr 04 18:20:27 +0000 2012	120	52.501408	13.343256	Burrito Place	72
148311	4b2798e1f964a520ab8724e3	Wed Apr 04 18:20:33 +0000 2012	120	52.509789000000005	13.282267000000001	Subway	73
338946	4e80404493ad0d26297c9e16	Wed Apr 04 18:21:17 +0000 2012	120	52.492826	13.609476999999998	Food & Drink Shop	74
338946	4e5fa1c7922e68197bd76b90	Wed Apr 04 18:32:43 +0000 2012	120	52.491315	13.616833999999999	Home (private)	75
1440071	4bfe4e73b68d0f47f5f5e957	Wed Apr 04 18:35:35 +0000 2012	120	52.55206	13.350164000000001	Grocery Store	76
717058	4d921ee49d0f721eebee2573	Wed Apr 04 18:41:08 +0000 2012	120	52.51024	13.403701000000002	Hotel	77
1304582	4e2f4fc91f6ed9df901f12ee	Wed Apr 04 18:43:33 +0000 2012	120	52.44203100000001	13.549163	Outdoors & Recreation	11
148311	4b6db1b2f964a52027872ce3	Wed Apr 04 18:52:40 +0000 2012	120	52.50713399999999	13.280135999999999	Bus Station	78
148311	4b2798e1f964a520ab8724e3	Wed Apr 04 18:55:04 +0000 2012	120	52.509789000000005	13.282267000000001	Subway	73
751100	4bfbb334f214a5936f76af0e	Wed Apr 04 19:07:16 +0000 2012	120	52.515701	13.389888000000001	Sandwich Place	5
351629	4b6d7c11f964a5208f772ce3	Wed Apr 04 19:26:31 +0000 2012	120	52.524991	13.406039999999999	Bar	10
296628	4adcda83f964a520c84821e3	Wed Apr 04 19:26:48 +0000 2012	120	52.454269	13.381635999999999	Restaurant	79
55528	4f65a80ee4b0777dfd7e1d84	Wed Apr 04 19:27:57 +0000 2012	120	52.446847999999996	13.625558999999999	Home (private)	80
139186	4d3b579a1fc36dcb9f9f70f5	Wed Apr 04 19:43:39 +0000 2012	120	52.507948	13.453504	Bar	81
1258274	4adcda79f964a5208c4621e3	Wed Apr 04 21:36:28 +0000 2012	120	52.543328	13.419082000000001	Caf�	82
214873	4f7cbf9fe4b07071b4fe0669	Wed Apr 04 21:39:55 +0000 2012	120	52.507762	13.373071	Hotel	28
34422	4adcda8bf964a520c84921e3	Thu Apr 05 00:03:25 +0000 2012	120	52.509873999999996	13.373482999999998	Multiplex	28
781137	4d7f6e71555c5941c762d877	Thu Apr 05 08:32:46 +0000 2012	120	52.515972999999995	13.457479000000001	Bank	83
55528	4f3e27d9e4b0b8bcf257035a	Thu Apr 05 08:38:01 +0000 2012	120	52.524164	13.532378	Office	84
2016876	4c19f64398f4a59392d000f6	Thu Apr 05 09:25:19 +0000 2012	120	52.525543000000006	13.379159	Medical School	85
1673662	4af1e97cf964a52056e421e3	Thu Apr 05 09:29:10 +0000 2012	120	52.512538	13.418856	Office	86
214873	4a1c8506f964a520457b1fe3	Thu Apr 05 09:41:43 +0000 2012	120	52.524903	13.369353	Train Station	29
1054099	4b137a59f964a5204a9723e3	Thu Apr 05 09:45:03 +0000 2012	120	52.543583999999996	13.364267000000002	Government Building	87
422639	4cb74ebf8db0a143e0ed7016	Thu Apr 05 10:00:11 +0000 2012	120	52.52203000000001	13.446038	Home (private)	43
469839	4bdfab69ffdec9280ae3eca1	Thu Apr 05 10:07:28 +0000 2012	120	52.534105000000004	13.513067000000001	Furniture / Home Store	88
1070031	4d43cb717e2e548180c4598f	Thu Apr 05 10:13:48 +0000 2012	120	52.58733	13.289676	Salon / Barbershop	89
1440071	4cfd32b4ee9cb60c194f99ad	Thu Apr 05 10:14:37 +0000 2012	120	52.549248999999996	13.354279	Grocery Store	90
83510	4a1c8506f964a520457b1fe3	Thu Apr 05 10:26:04 +0000 2012	120	52.524903	13.369353	Train Station	29
34422	4b967da0f964a52095cf34e3	Thu Apr 05 10:27:34 +0000 2012	120	52.507426	13.381604999999999	Capitol Building	42
1440071	4af315a9f964a5207cea21e3	Thu Apr 05 10:30:18 +0000 2012	120	52.497583999999996	13.391834	Subway	91
34422	4b599cc0f964a520e78e28e3	Thu Apr 05 10:54:31 +0000 2012	120	52.50755	13.381604999999999	Restaurant	42
78845	4b20c85ff964a520973424e3	Thu Apr 05 11:04:07 +0000 2012	120	52.455055	13.510182999999998	Light Rail	52
513268	4e386f0b887777123dc92ca3	Thu Apr 05 11:08:01 +0000 2012	120	52.619753	13.304487	Gas Station / Garage	92
422639	4f3a4e1ae4b05ef0ee22705d	Thu Apr 05 11:08:55 +0000 2012	120	52.51975899999999	13.451445999999999	Garden	18
78845	4b1a5981f964a5202ae923e3	Thu Apr 05 11:45:12 +0000 2012	120	52.509013	13.390085999999998	Electronics Store	5
28417	4aec9042f964a520c2c821e3	Thu Apr 05 11:51:07 +0000 2012	120	52.529813	13.410364999999999	Steakhouse	10
1408105	4adcda83f964a520b04821e3	Fri Apr 06 12:58:36 +0000 2012	120	52.506955000000005	13.381948000000001	Art Gallery	42
406833	4b77df55f964a52020ad2ee3	Fri Apr 06 13:05:31 +0000 2012	120	52.540358999999995	13.422168	Breakfast Spot	93
41247	4adcda8ff964a520e04a21e3	Fri Apr 06 13:13:09 +0000 2012	120	52.499078000000004	13.354159	Grocery Store	31
78845	4b7ed75cf964a520800330e3	Fri Apr 06 13:26:13 +0000 2012	120	52.453412	13.513991	Gas Station / Garage	94
422639	4b1a6f2ef964a52052ea23e3	Fri Apr 06 13:30:08 +0000 2012	120	52.519315	13.45248	Light Rail	18
79962	4af53e5df964a520a4f821e3	Fri Apr 06 13:34:29 +0000 2012	120	52.506257	13.45057	Light Rail	95
41247	4b52099ef964a5201e6327e3	Fri Apr 06 13:40:18 +0000 2012	120	52.497799	13.347701999999998	Caf�	96
422639	4bf7225f5ec320a1a17f86d3	Fri Apr 06 13:40:26 +0000 2012	120	52.539118	13.424263	Light Rail	67
422639	4c1df6458b3aa593fc5b9b5f	Fri Apr 06 13:44:21 +0000 2012	120	52.540409999999994	13.411624	Light Rail	68
35409	4e7225cc52b16b2491af4377	Fri Apr 06 13:56:00 +0000 2012	120	52.482415	13.318253	Home (private)	97
79962	4b5e1666f964a520f17c29e3	Fri Apr 06 13:56:39 +0000 2012	120	52.509567000000004	13.457801000000002	Eastern European Restaurant	7
54775	4e22d089b0fbdf9ba7b7c132	Fri Apr 06 14:03:30 +0000 2012	120	52.433704000000006	13.422251999999999	Park	98
115766	4adcda77f964a520fd4521e3	Fri Apr 06 14:21:08 +0000 2012	120	52.510025	13.456257999999998	Spanish Restaurant	7
115766	4bc98027fb84c9b64f341b3e	Fri Apr 06 14:23:09 +0000 2012	120	52.51086899999999	13.456785	Caf�	7
1304582	4b20a660f964a5209f3324e3	Fri Apr 06 14:23:55 +0000 2012	120	52.467567	13.489366	Light Rail	99
9107	4af84accf964a520e90b22e3	Fri Apr 06 14:37:46 +0000 2012	120	52.506917	13.468773	Vegetarian / Vegan Restaurant	100
1304582	4e2f4fc91f6ed9df901f12ee	Fri Apr 06 14:54:35 +0000 2012	120	52.44203100000001	13.549163	Outdoors & Recreation	11
644126	4cbd49557148f04d0143ecab	Fri Apr 06 15:03:04 +0000 2012	120	52.528932999999995	13.430439000000002	Bus Line	60
644126	4a1cc8d1f964a520617b1fe3	Fri Apr 06 15:22:24 +0000 2012	120	52.5216	13.410959	Train Station	10
843	4adcda92f964a520f14b21e3	Fri Apr 06 15:30:53 +0000 2012	120	52.554372	13.290281	Airport	23
644126	4aeeda39f964a52063d421e3	Fri Apr 06 15:32:38 +0000 2012	120	52.552615	13.382076000000001	Subway	101
644126	4ee7c24f29c29fa3f6e3f38c	Fri Apr 06 15:37:33 +0000 2012	120	52.55103100000001	13.382907000000001	Home (private)	102
9107	4adf6066f964a5200a7a21e3	Fri Apr 06 15:49:07 +0000 2012	120	52.500561	13.439324	Caf�	103
139186	4d8e6981cb9b224b36408441	Sat Apr 07 00:12:30 +0000 2012	120	52.535938	13.431196	Gay Bar	104
45998	4adcda8ef964a520944a21e3	Sat Apr 07 12:26:46 +0000 2012	120	52.507757999999995	13.374308	Mall	28
78845	4ced53d27db3224ba256212e	Sat Apr 07 12:29:08 +0000 2012	120	52.55415	13.463616	Lake	105
422639	4cb74ebf8db0a143e0ed7016	Sat Apr 07 12:29:48 +0000 2012	120	52.52203000000001	13.446038	Home (private)	43
70418	4b71389bf964a5200e3d2de3	Sat Apr 07 12:31:35 +0000 2012	120	52.513715000000005	13.476273	Department Store	106
1566032	4af5f0c7f964a52020ff21e3	Sat Apr 07 12:35:06 +0000 2012	120	52.520389	13.387307999999999	Train Station	5
15609	4c41986cd7fad13a8fbe07da	Sat Apr 07 12:35:24 +0000 2012	120	52.523239000000004	13.403267000000001	Clothing Store	10
203547	4d5b946e393aa0936a6f8cfe	Sat Apr 07 12:35:45 +0000 2012	120	52.520337	13.460694	Home (private)	107
1497874	4e93f979d5fb27b8eadfbbe5	Sat Apr 07 12:44:17 +0000 2012	120	52.530628	13.414693	Tea Room	108
70418	4bcdb161b6c49c7494b89591	Sat Apr 07 12:50:19 +0000 2012	120	52.514157999999995	13.476726999999999	Pet Store	106
469839	4e3d44358877b00cfc446392	Sat Apr 07 12:51:36 +0000 2012	120	52.543229000000004	13.497219	Drugstore / Pharmacy	109
407070	4c5117390ef3a59386c86b7b	Sat Apr 07 12:57:03 +0000 2012	120	52.57829	13.429767000000002	Subway	35
53544	4b003090f964a5204e3b22e3	Sat Apr 07 12:57:41 +0000 2012	120	52.527841	13.381004	Gym / Fitness Center	110
535433	4cf3d202e942548176a577c5	Sat Apr 07 12:58:17 +0000 2012	120	52.457129	13.508863	Grocery Store	111
338946	4e5fa1c7922e68197bd76b90	Sat Apr 07 13:02:02 +0000 2012	120	52.491315	13.616833999999999	Home (private)	75
1186027	4b703427f964a5207c0b2de3	Sat Apr 07 13:12:27 +0000 2012	120	52.541826	13.355464000000001	Grocery Store	55
1566032	4b2cd4b9f964a520a7c924e3	Sat Apr 07 13:13:40 +0000 2012	120	52.517199	13.386910999999998	Steakhouse	5
1186027	4b703427f964a5207c0b2de3	Sat Apr 07 13:18:07 +0000 2012	120	52.541826	13.355464000000001	Grocery Store	55
1186027	4e0e4788b61c3fe47802248f	Sat Apr 07 13:18:21 +0000 2012	120	52.541509	13.355156	Residential Building (Apartment / Condo)	55
148311	4af5b37af964a5208bfb21e3	Sat Apr 07 13:25:47 +0000 2012	120	52.46872	13.369570000000001	Hardware Store	112
79962	4adcda88f964a520664921e3	Sat Apr 07 13:27:24 +0000 2012	120	52.52501899999999	13.410294	Asian Restaurant	10
644126	4ee0e38bf9ab28df8269bd38	Sat Apr 07 13:30:33 +0000 2012	120	52.49983	13.432106	Fried Chicken Joint	113
78845	4adcda8ff964a520054b21e3	Sat Apr 07 13:36:20 +0000 2012	120	52.563649	13.505284	Mall	114
422639	4b3f5071f964a5207ca525e3	Sat Apr 07 13:39:07 +0000 2012	120	52.51975899999999	13.450106	Grocery Store	18
2016876	4adcda81f964a520604821e3	Sat Apr 07 13:49:13 +0000 2012	120	52.50696800000001	13.367572000000001	Art Museum	115
53544	4b0e4a7df964a520a05623e3	Sat Apr 07 14:05:22 +0000 2012	120	52.510001	13.439838	Hardware Store	116
83194	4b1a5981f964a5202ae923e3	Sat Apr 07 14:15:42 +0000 2012	120	52.509013	13.390085999999998	Electronics Store	5
2143740	4adcda8ff964a5201d4b21e3	Sat Apr 07 14:21:00 +0000 2012	120	52.549420999999995	13.388948000000001	Mall	117
1195531	4ba139b8f964a520c9a337e3	Sat Apr 07 14:35:50 +0000 2012	120	52.49312	13.381433	Sports Bar	118
53544	4b07ee62f964a520410123e3	Sat Apr 07 14:37:25 +0000 2012	120	52.512493000000006	13.434638	Department Store	119
17188	4adcda92f964a520f14b21e3	Sat Apr 07 14:46:15 +0000 2012	120	52.554372	13.290281	Airport	23
644126	4dc305ca1f6ef43b89d8fc30	Sat Apr 07 14:46:46 +0000 2012	120	52.534	13.436468	Home (private)	17
1566032	4adcda7cf964a520524721e3	Sat Apr 07 14:49:49 +0000 2012	120	52.516273	13.3777	Monument / Landmark	5
45998	4b9e50def964a52067d936e3	Sat Apr 07 14:51:01 +0000 2012	120	52.505919999999996	13.373789000000002	Coffee Shop	28
1304582	4ba76898f964a520909139e3	Sat Apr 07 14:54:27 +0000 2012	120	52.456438	13.509132000000001	Mall	111
78845	4c8f9b72b3bcb60cf80d6327	Sat Apr 07 14:58:01 +0000 2012	120	52.547953	13.464475	Grocery Store	120
1566032	4adcda7df964a520694721e3	Sat Apr 07 15:17:50 +0000 2012	120	52.509528	13.376616	Plaza	28
1566032	4b05bf38f964a5204ce222e3	Sat Apr 07 15:18:12 +0000 2012	120	52.50916899999999	13.376284	Train Station	28
1566032	4af5f0c7f964a52020ff21e3	Sat Apr 07 15:23:34 +0000 2012	120	52.520389	13.387307999999999	Train Station	5
2016876	4b9e50def964a52067d936e3	Sat Apr 07 15:54:15 +0000 2012	120	52.505919999999996	13.373789000000002	Coffee Shop	28
65367	4b2281e6f964a520fb4724e3	Sat Apr 07 15:56:57 +0000 2012	120	52.536101	13.432685999999999	Light Rail	121
1304582	4cf3d202e942548176a577c5	Sat Apr 07 16:10:55 +0000 2012	120	52.457129	13.508863	Grocery Store	111
17188	4f21bd2ee4b0c41c4fd7dec5	Sat Apr 07 16:11:26 +0000 2012	120	52.49101999999999	13.337919	Home (private)	122
644126	4cbd49557148f04d0143ecab	Sat Apr 07 16:46:23 +0000 2012	120	52.528932999999995	13.430439000000002	Bus Line	60
